state,district,market,commodity,variety,grade,arrival_date,min_price,max_price,modal_price,fetch_timestamp
Gujarat,Junagarh,Visavadar APMC,Cowpea(Lobia/Karamani),Other,FAQ,08/01/2026,3000.0,3830.0,3415.0,2026-01-09T01:50:05.861050
Gujarat,Porbandar,Porbandar APMC,Banana,Amruthapani,Grade A,08/01/2026,2500.0,3000.0,2750.0,2026-01-09T01:50:05.861050
Gujarat,Porbandar,Porbandar APMC,Wheat,Deshi,FAQ,08/01/2026,2500.0,2550.0,2525.0,2026-01-09T01:50:05.861050
Gujarat,Porbandar,Porbandar APMC,Orange,Darjeeling,Grade A,08/01/2026,3000.0,5000.0,4000.0,2026-01-09T01:50:05.861050
Gujarat,Porbandar,Porbandar APMC,Kulthi(Horse Gram),Horse gram (Whole),Local,08/01/2026,5025.0,5025.0,5025.0,2026-01-09T01:50:05.861050
Gujarat,Porbandar,Porbandar APMC,Coriander(Leaves),Coriander,FAQ,08/01/2026,2000.0,3000.0,2500.0,2026-01-09T01:50:05.861050
Gujarat,Porbandar,Porbandar APMC,Guar,Gwar,FAQ,08/01/2026,9000.0,11000.0,10000.0,2026-01-09T01:50:05.861050
Punjab,Sangrur,Bhawanigarh APMC,Guava,Other,Medium,08/01/2026,4500.0,5000.0,4750.0,2026-01-09T01:50:05.861050
Punjab,Sangrur,Bhawanigarh APMC,Mousambi(Sweet Lime),Other,Medium,08/01/2026,5000.0,5000.0,5000.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Thara APMC,Guar Seed(Cluster Beans Seed),Other,FAQ,08/01/2026,5510.0,5510.0,5510.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Thara APMC,Castor Seed,Castor seed,FAQ,08/01/2026,6175.0,6565.0,6370.0,2026-01-09T01:50:05.861050
Gujarat,Banaskanth,Thara APMC,Bajra(Pearl Millet/Cumbu),Other,FAQ,08/01/2026,2200.0,2830.0,2515.0,2026-01-09T01:50:05.861050
Gujarat,Surendranagar,Dasada Patadi APMC,Castor Seed,Castor seed,FAQ,08/01/2026,6175.0,6330.0,6290.0,2026-01-09T01:50:05.861050
Gujarat,Amreli,Babra APMC,"Sesamum(Sesame,Gingelly,Til)",White,FAQ,08/01/2026,7825.0,9975.0,8900.0,2026-01-09T01:50:05.861050
Punjab,Tarntaran,Naushera Pannuan APMC,Cauliflower,Other,Grade B,08/01/2026,300.0,300.0,300.0,2026-01-09T01:50:05.861050
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Cauliflower,Other,Medium,08/01/2026,600.0,600.0,600.0,2026-01-09T01:50:05.861050
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Onion,Other,Medium,08/01/2026,1300.0,1300.0,1300.0,2026-01-09T01:50:05.861050
Punjab,Bhatinda,Bhagta Bhai Ka APMC,Tomato,Other,Medium,08/01/2026,2500.0,2500.0,2500.0,2026-01-09T01:50:05.861050
Punjab,Bhatinda,Talwandi Sabo APMC,Green Chilli,Green Chilly,Grade A,08/01/2026,2000.0,2800.0,2500.0,2026-01-09T01:50:05.861050
Punjab,Bhatinda,Talwandi Sabo APMC,Onion,Other,Grade A,08/01/2026,500.0,1200.0,1000.0,2026-01-09T01:50:05.861050
Punjab,Gurdaspur,F.G.Churian APMC,Onion,Onion,Grade A,08/01/2026,2000.0,2000.0,2000.0,2026-01-09T01:50:05.861050
Rajasthan,Ajmer,Ajmer(F&V) APMC,Kinnow,Other,Medium,08/01/2026,2000.0,3000.0,2500.0,2026-01-09T01:50:05.861050
Rajasthan,Ajmer,Ajmer(F&V) APMC,Orange,Other,Medium,08/01/2026,2000.0,3000.0,2600.0,2026-01-09T01:50:05.861050
Rajasthan,Ajmer,Ajmer(F&V) APMC,Pineapple,Other,Medium,08/01/2026,3500.0,5000.0,4200.0,2026-01-09T01:50:05.861050
Rajasthan,Ajmer,Ajmer(F&V) APMC,Capsicum,Other,Medium,08/01/2026,1500.0,2500.0,2000.0,2026-01-09T01:50:05.861050
Rajasthan,Ajmer,Ajmer(F&V) APMC,Tinda,Other,Medium,08/01/2026,1500.0,2600.0,2100.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Soyabean,Soyabeen,FAQ,08/01/2026,4525.0,4880.0,4800.0,2026-01-09T01:50:05.861050
Gujarat,Rajkot,Jetpur(Dist.Rajkot) APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,08/01/2026,5500.0,7000.0,6400.0,2026-01-09T01:50:05.861050
Gujarat,Morbi,Vankaner APMC,Jowar(Sorghum),Jowar ( White),FAQ,08/01/2026,4000.0,5010.0,4750.0,2026-01-09T01:50:05.861050
Tripura,West District,Mohanpur APMC,Cucumbar(Kheera),Cucumbar,Local,08/01/2026,4000.0,4200.0,4100.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shahjahanpur,Powayan APMC,Potato,Potato,FAQ,08/01/2026,650.0,750.0,700.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shahjahanpur,Powayan APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,1000.0,1200.0,1100.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Garlic,Average,Local,08/01/2026,6000.0,6500.0,6250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Brinjal,Round,Local,08/01/2026,2000.0,3500.0,2750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,08/01/2026,2000.0,2500.0,2250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Arhar(Tur/Red Gram)(Whole),Arhar (Whole),Local,08/01/2026,5000.0,5400.0,5200.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Bitter gourd,Bitter Gourd,Local,08/01/2026,4000.0,4500.0,4250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Amaranthus,Amaranthus,Local,08/01/2026,2500.0,4000.0,3250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,08/01/2026,5800.0,6000.0,5900.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Sweet Potato,Hosur Red,Local,08/01/2026,2800.0,3200.0,3000.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Snakeguard,Snakeguard,Local,08/01/2026,2500.0,3000.0,2750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Beetroot,Beetroot,Local,08/01/2026,3500.0,4000.0,3750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Thondekai,Thondekai,Local,08/01/2026,2800.0,3400.0,3100.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Pomegranate,Pomogranate,Local,08/01/2026,15000.0,20000.0,17500.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Indian Beans(Seam),Indian Beans (Seam),Local,08/01/2026,5500.0,6400.0,5950.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Custard Apple(Sharifa),Custard Apple(Sharifa),Local,08/01/2026,3500.0,4000.0,3750.0,2026-01-09T01:50:05.861050
Tamil Nadu,Coimbatore,Vadavalli(Uzhavar Sandhai ) APMC,Mint(Pudina),Mint(Pudina),Local,08/01/2026,3500.0,4000.0,3750.0,2026-01-09T01:50:05.861050
Tripura,Gomati,Nutanbazar APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,2850.0,3000.0,2950.0,2026-01-09T01:50:05.861050
Tripura,Gomati,Nutanbazar APMC,Green Chilli,Green Chilly,FAQ,08/01/2026,18500.0,20000.0,19500.0,2026-01-09T01:50:05.861050
Tripura,North Tripura,Dasda APMC,Cabbage,Cabbage,FAQ,08/01/2026,3000.0,3200.0,3100.0,2026-01-09T01:50:05.861050
Tripura,North Tripura,Dasda APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,3000.0,3200.0,3100.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sonbhadra,Robertsganj APMC,Paddy(Common),Paddy Coarse,FAQ,08/01/2026,2320.0,2410.0,2369.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sonbhadra,Robertsganj APMC,Maize,Hybrid,FAQ,08/01/2026,2330.0,2500.0,2415.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sonbhadra,Robertsganj APMC,Lentil(Masur)(Whole),Masoor Gola,FAQ,08/01/2026,7040.0,7260.0,7155.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sonbhadra,Robertsganj APMC,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,08/01/2026,9990.0,10210.0,10100.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sonbhadra,Robertsganj APMC,Onion,Red,FAQ,08/01/2026,1485.0,1680.0,1590.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Arhar Dal(Tur Dal),Arhar Dal(Tur),Grade Range-3,08/01/2026,9770.0,9980.0,9850.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Mousambi(Sweet Lime),Mousambi,Medium,08/01/2026,3180.0,3340.0,3250.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Ambedkarnagar,Akbarpur APMC,Potato,Desi,FAQ,08/01/2026,750.0,850.0,800.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Maize,Yellow,FAQ,08/01/2026,2300.0,2500.0,2400.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Wheat,Dara,FAQ,08/01/2026,2400.0,2600.0,2500.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Arhar Dal(Tur Dal),Arhar Dal(Tur),FAQ,08/01/2026,9750.0,9950.0,9850.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Mousambi(Sweet Lime),Mousambi,Grade B,08/01/2026,3500.0,3700.0,3600.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Masur Dal,Masur Dal,FAQ,08/01/2026,7550.0,7750.0,7650.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Bottle gourd,Bottle Gourd,FAQ,08/01/2026,2150.0,2350.0,2250.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Garlic,Garlic,FAQ,08/01/2026,7400.0,7600.0,7500.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Potato,Potato,FAQ,08/01/2026,650.0,850.0,750.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Balrampur APMC,Raddish,Raddish,FAQ,08/01/2026,900.0,1100.0,1000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Prayagraj,Ajuha APMC,Tomato,Deshi,FAQ,08/01/2026,3150.0,3300.0,3230.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Banda,Banda APMC,White Peas,White Peas,FAQ,08/01/2026,3750.0,3850.0,3825.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Chandauli,Chandoli APMC,Brinjal,Brinjal,FAQ,08/01/2026,1530.0,1640.0,1590.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Chandauli,Chandoli APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,1030.0,1160.0,1100.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Shahjahanpur,Tilhar APMC,Cauliflower,Cauliflower,Local,08/01/2026,1060.0,1160.0,1110.0,2026-01-09T01:50:05.861050
Rajasthan,Nagaur,Degana APMC,Green Gram(Moong)(Whole),Other,Local,08/01/2026,1260.0,6000.0,4000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Paddy(Common),Common,FAQ,08/01/2026,2165.0,2369.0,2369.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Black Gram Dal(Urd Dal),Black Gram Dal,FAQ,08/01/2026,10090.0,10110.0,10100.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Apple,Apple,Medium,08/01/2026,6800.0,6900.0,6850.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Papaya,Papaya,Medium,08/01/2026,2000.0,2100.0,2050.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Lemon,Lemon,FAQ,08/01/2026,2850.0,2950.0,2900.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Cabbage,Cabbage,FAQ,08/01/2026,1100.0,1200.0,1150.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Green Chilli,Green Chilly,FAQ,08/01/2026,2850.0,2950.0,2900.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Raebarelli,Jayas APMC,Garlic,Average,FAQ,08/01/2026,6215.0,6280.0,6250.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Banana,Banana - Ripe,Grade B,08/01/2026,3200.0,3800.0,3500.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Papaya,Papaya,Grade B,08/01/2026,3800.0,4000.0,3900.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Bhindi(Ladies Finger),Bhindi,Grade B,08/01/2026,5500.0,7500.0,7000.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Capsicum,Capsicum,Grade B,08/01/2026,3000.0,4000.0,3500.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Carrot,Carrot,Grade B,08/01/2026,600.0,1500.0,1200.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Colacasia,Colacasia,Grade B,08/01/2026,2300.0,2300.0,2300.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,French Beans(Frasbean),French Beans (Frasbean),Grade B,08/01/2026,2000.0,3500.0,3000.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Coriander(Leaves),Coriander,Grade B,08/01/2026,1500.0,3000.0,2500.0,2026-01-09T01:50:05.861050
Himachal Pradesh,Mandi,PMY Kangni Mandi,Squash(Chappal Kadoo),Squash(Chappal Kadoo),Grade B,08/01/2026,1000.0,1000.0,1000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Fatehpur,Bindki APMC,Paddy(Common),Common,FAQ,08/01/2026,1800.0,2370.0,2369.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Prayagraj,Sirsa APMC,Tomato,Deshi,FAQ,08/01/2026,3600.0,3800.0,3700.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Bulandshahar,Khurja APMC,Paddy(Basmati),Basmati 1509,FAQ,08/01/2026,3400.0,3700.0,3601.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Aligarh,Charra APMC,Bajra(Pearl Millet/Cumbu),Hybrid,FAQ,08/01/2026,2000.0,2100.0,2050.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Aligarh,Charra APMC,Brinjal,Brinjal,FAQ,08/01/2026,1900.0,2000.0,1950.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Aligarh,Charra APMC,Cabbage,Cabbage,FAQ,08/01/2026,1200.0,1300.0,1250.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Aligarh,Charra APMC,Pumpkin,Pumpkin,FAQ,08/01/2026,1400.0,1500.0,1450.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Aligarh,Khair APMC,Paddy(Common),Basmati 1509,Grade Range-2,08/01/2026,3400.0,3400.0,3400.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Gur(Jaggery),Yellow,FAQ,08/01/2026,4200.0,4200.0,4200.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Black Gram(Urd Beans)(Whole),Black Gram (Whole),FAQ,08/01/2026,8850.0,8850.0,8850.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Wheat,Dara,FAQ,08/01/2026,2550.0,2550.0,2550.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Rice,Common,FAQ,08/01/2026,3350.0,3350.0,3350.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Bitter gourd,Bitter Gourd,FAQ,08/01/2026,2650.0,2650.0,2650.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Cabbage,Cabbage,FAQ,08/01/2026,1000.0,1000.0,1000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,1150.0,1150.0,1150.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Barabanki,Safdarganj APMC,Brinjal,Brinjal,FAQ,08/01/2026,2000.0,2000.0,2000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Bahraich,Naanpara APMC,Maize,Other,FAQ,08/01/2026,2000.0,2060.0,2030.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Bahraich,Naanpara APMC,Banana - Green,Banana - Green,Medium,08/01/2026,550.0,600.0,580.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Bahraich,Naanpara APMC,Papaya,Papaya,Medium,08/01/2026,1900.0,2100.0,2000.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Bahraich,Naanpara APMC,Tomato,Tomato,Medium,08/01/2026,2000.0,2100.0,2050.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Kaushambi,Bharwari APMC,Rice,Other,FAQ,08/01/2026,2000.0,2400.0,2200.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Kaushambi,Bharwari APMC,Paddy(Common),Common,FAQ,08/01/2026,1850.0,2400.0,2200.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Kaushambi,Bharwari APMC,Green Chilli,Green Chilly,FAQ,08/01/2026,2400.0,2500.0,2500.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Tulsipur APMC,Rice,III,FAQ,08/01/2026,3000.0,3040.0,3030.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Tulsipur APMC,Lentil(Masur)(Whole),Masoor Gola,FAQ,08/01/2026,6020.0,6070.0,6050.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Tulsipur APMC,Brinjal,Round/Long,FAQ,08/01/2026,1920.0,1980.0,1950.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Balrampur,Tulsipur APMC,Apple,Kasmir/Shimla - II,Medium,08/01/2026,6000.0,6050.0,6030.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sitapur,Mehmoodabad APMC,Green Chilli,Green Chilly,FAQ,08/01/2026,2820.0,2885.0,2850.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jhansi,Gurusarai APMC,Tomato,Local,FAQ,08/01/2026,3210.0,3265.0,3250.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Hardoi,Madhoganj APMC,Maize,Hybrid/Local,FAQ,08/01/2026,2200.0,2270.0,2240.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Hardoi,Madhoganj APMC,Potato,Badshah,FAQ,08/01/2026,700.0,780.0,740.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jaunpur,Mugrabaadshahpur APMC,Apple,Delicious,Medium,08/01/2026,6785.0,6985.0,6885.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jaunpur,Mugrabaadshahpur APMC,Pomegranate,Pomogranate,Medium,08/01/2026,7580.0,7780.0,7680.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jaunpur,Mugrabaadshahpur APMC,Gur(Jaggery),Red,FAQ,08/01/2026,4725.0,4925.0,4825.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jaunpur,Mugrabaadshahpur APMC,Mustard,Sarson(Black),FAQ,08/01/2026,6780.0,6980.0,6880.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jaunpur,Mugrabaadshahpur APMC,White Peas,White Peas,FAQ,08/01/2026,4065.0,4265.0,4165.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jaunpur,Mugrabaadshahpur APMC,Cabbage,Cabbage,FAQ,08/01/2026,810.0,1010.0,910.0,2026-01-09T01:50:05.861050
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ) APMC,Coriander(Leaves),I Sort,Local,08/01/2026,2000.0,2500.0,2250.0,2026-01-09T01:50:05.861050
Tamil Nadu,Dindigul,Vedasanthur(Uzhavar Sandhai ) APMC,Coconut,Coconut,Local,08/01/2026,4500.0,5000.0,4750.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sambhal,Bhehjoi APMC,Wood,Eucalyptus,Local,08/01/2026,500.0,510.0,505.0,2026-01-09T01:50:05.861050
Gujarat,Vadodara(Baroda),Padra APMC,Carrot,Other,FAQ,08/01/2026,1000.0,1500.0,1250.0,2026-01-09T01:50:05.861050
Gujarat,Vadodara(Baroda),Padra APMC,Cucumbar(Kheera),Other,FAQ,08/01/2026,1000.0,2000.0,1500.0,2026-01-09T01:50:05.861050
Gujarat,Vadodara(Baroda),Padra APMC,Lemon,Other,FAQ,08/01/2026,2000.0,2500.0,2250.0,2026-01-09T01:50:05.861050
Gujarat,Vadodara(Baroda),Padra APMC,Potato,Other,FAQ,08/01/2026,1000.0,1500.0,1250.0,2026-01-09T01:50:05.861050
Gujarat,Vadodara(Baroda),Padra APMC,Spinach,Spinach,FAQ,08/01/2026,500.0,600.0,550.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Sambhal,Sambhal APMC,Onion,Onion,FAQ,08/01/2026,1200.0,1500.0,1400.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jalaun (Orai),Jalaun APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,1500.0,1700.0,1600.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jalaun (Orai),Jalaun APMC,Paddy(Basmati),1121,FAQ,08/01/2026,3250.0,3550.0,3500.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Jalaun (Orai),Jalaun APMC,White Peas,White Peas,FAQ,08/01/2026,3700.0,3850.0,3800.0,2026-01-09T01:50:05.861050
Punjab,Ferozpur,Zira APMC,Peas cod,Other,Local,08/01/2026,1800.0,1800.0,1800.0,2026-01-09T01:50:05.861050
Punjab,Ferozpur,Zira APMC,Spinach,Other,Local,08/01/2026,600.0,600.0,600.0,2026-01-09T01:50:05.861050
Punjab,Ferozpur,Zira APMC,Ginger(Green),Green Ginger,Grade A,08/01/2026,7100.0,7100.0,7100.0,2026-01-09T01:50:05.861050
Punjab,Ferozpur,Zira APMC,Dates,Dates,Grade Range-1,08/01/2026,10000.0,10000.0,10000.0,2026-01-09T01:50:05.861050
Haryana,Panchkula,Raipur Rai APMC,Carrot,Carrot,Local,08/01/2026,800.0,1000.0,800.0,2026-01-09T01:50:05.861050
Haryana,Panchkula,Raipur Rai APMC,Colacasia,Other,Local,08/01/2026,1400.0,1500.0,1400.0,2026-01-09T01:50:05.861050
Haryana,Panchkula,Raipur Rai APMC,Coriander(Leaves),Coriander,Local,08/01/2026,20.0,24.0,20.0,2026-01-09T01:50:05.861050
Haryana,Panchkula,Raipur Rai APMC,Onion,Onion,Local,08/01/2026,1700.0,1800.0,1700.0,2026-01-09T01:50:05.861050
Haryana,Ambala,Barara APMC,Pomegranate,Other,Medium,08/01/2026,8000.0,13000.0,8000.0,2026-01-09T01:50:05.861050
Haryana,Ambala,Barara APMC,Bottle gourd,Other,Medium,08/01/2026,1500.0,1600.0,1500.0,2026-01-09T01:50:05.861050
Haryana,Ambala,Shahzadpur APMC,Carrot,Carrot,FAQ,08/01/2026,1000.0,1500.0,1000.0,2026-01-09T01:50:05.861050
Haryana,Ambala,Shahzadpur APMC,Onion,Onion,FAQ,08/01/2026,1500.0,1500.0,1500.0,2026-01-09T01:50:05.861050
Haryana,Ambala,Shahzadpur APMC,Ginger(Green),Green Ginger,FAQ,08/01/2026,5000.0,7000.0,7000.0,2026-01-09T01:50:05.861050
Haryana,Ambala,Shahzadpur APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,500.0,600.0,600.0,2026-01-09T01:50:05.861050
Kerala,Thiruvananthapuram,Pappanchani VFPCK APMC,Cowpea(Veg),Bean Barbati,Grade A,08/01/2026,8000.0,8000.0,8000.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Jagadhri APMC,Mousambi(Sweet Lime),Mousambi,Medium,08/01/2026,2100.0,2175.0,2175.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Jagadhri APMC,Potato,Potato,FAQ,08/01/2026,400.0,525.0,525.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Jagadhri APMC,Peas Wet,Peas Wet,Medium,08/01/2026,1800.0,3000.0,2500.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Jagadhri APMC,Lemon,Other,Medium,08/01/2026,2000.0,3000.0,2500.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Chhachrauli APMC,Peas Wet,Peas Wet,Medium,08/01/2026,1800.0,1800.0,1800.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Chhachrauli APMC,Potato,Potato,Medium,08/01/2026,600.0,1200.0,700.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Mustafabad APMC,Onion,Onion,FAQ,08/01/2026,2000.0,2200.0,2000.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Mustafabad APMC,Cauliflower,Cauliflower,FAQ,08/01/2026,400.0,500.0,400.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Mustafabad APMC,Peas Wet,Peas Wet,FAQ,08/01/2026,3000.0,3100.0,3000.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Sadhaura APMC,Tomato,Tomato,Local,08/01/2026,2000.0,4000.0,3000.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Sadhaura APMC,Kinnow,Kinnow,Local,08/01/2026,1000.0,3000.0,2000.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Radaur APMC,Orange,Other,Medium,08/01/2026,2500.0,2700.0,2600.0,2026-01-09T01:50:05.861050
Haryana,Yamuna Nagar,Radaur APMC,Green Chilli,Other,Local,08/01/2026,2700.0,2900.0,2800.0,2026-01-09T01:50:05.861050
Haryana,Gurgaon,Pataudi APMC,Onion,Onion,Grade B,08/01/2026,1700.0,2000.0,1800.0,2026-01-09T01:50:05.861050
Uttar Pradesh,Bulandshahar,Gulavati APMC,Brinjal,Brinjal,FAQ,08/01/2026,1500.0,1700.0,1600.0,2026-01-09T01:50:05.861050
